|dates|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.data|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|594.0|0|30.0|0|0.0|0
0|2020-05-18|605.0|0|30.0|0|0.0|0
0|2020-05-19|612.0|0|30.0|0|0.0|0
0|2020-05-20|618.0|0|33.0|0|0.0|0
0|2020-05-21|630.0|0|35.0|0|0.0|0
0|2020-05-22|640.0|0|36.0|0|0.0|0
0|2020-05-23|640.0|0|36.0|0|0.0|0
