|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|949.0|0|37.0|0|0.0|0
0|2020-05-15|968.0|0|37.0|0|0.0|0
0|2020-05-16|968.0|0|37.0|0|0.0|0
