|dates|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|39.0|0|5.0|0|0.0|0
0|2020-05-15|42.0|0|5.0|0|0.0|0
0|2020-05-16|42.0|0|5.0|0|0.0|0
