|dates|Mecosta_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mecosta_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mecosta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|2.0|0|0.0|0
0|2020-05-18|18.0|0|2.0|0|0.0|0
0|2020-05-19|19.0|0|2.0|0|0.0|0
0|2020-05-20|19.0|0|2.0|0|0.0|0
0|2020-05-21|19.0|0|2.0|0|0.0|0
0|2020-05-22|19.0|0|2.0|0|0.0|0
0|2020-05-23|19.0|0|2.0|0|0.0|0
