|dates|Roanoke_Virginia_UnitedStates.JHU_ConfirmedCases.data|Roanoke_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Roanoke_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Roanoke_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Roanoke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Roanoke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|7.0|0|0.0|0
0|2020-05-28|96.0|0|7.0|0|0.0|0
0|2020-05-29|96.0|0|7.0|0|0.0|0
0|2020-05-30|96.0|0|7.0|0|0.0|0
