|dates|Piscataquis_Maine_UnitedStates.JHU_ConfirmedCases.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedCases.missing|Piscataquis_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Piscataquis_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
