|dates|Jewell_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jewell_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jewell_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jewell_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jewell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jewell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
