|dates|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3761.0|0|165.0|0|0.0|0
0|2020-05-18|3751.0|0|171.0|0|0.0|0
0|2020-05-19|3795.0|0|174.0|0|0.0|0
0|2020-05-20|3793.0|0|174.0|0|0.0|0
0|2020-05-21|3872.0|0|190.0|0|0.0|0
0|2020-05-22|3931.0|0|196.0|0|0.0|0
0|2020-05-23|3931.0|0|196.0|0|0.0|0
