|dates|Laramie_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Laramie_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Laramie_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Laramie_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Laramie_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Laramie_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|173.0|0|0.0|0|0.0|0
0|2020-05-15|178.0|0|0.0|0|0.0|0
0|2020-05-16|178.0|0|0.0|0|0.0|0
