|dates|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|1.0|0|0.0|0
0|2020-05-18|32.0|0|1.0|0|0.0|0
0|2020-05-19|32.0|0|1.0|0|0.0|0
0|2020-05-20|32.0|0|1.0|0|0.0|0
0|2020-05-21|34.0|0|1.0|0|0.0|0
0|2020-05-22|34.0|0|1.0|0|0.0|0
0|2020-05-23|34.0|0|1.0|0|0.0|0
