|dates|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|1.0|0|0.0|0
0|2020-05-18|26.0|0|1.0|0|0.0|0
0|2020-05-19|26.0|0|1.0|0|0.0|0
0|2020-05-20|25.0|0|1.0|0|0.0|0
0|2020-05-21|36.0|0|1.0|0|0.0|0
0|2020-05-22|37.0|0|1.0|0|0.0|0
0|2020-05-23|37.0|0|1.0|0|0.0|0
