|dates|Putnam_Ohio_UnitedStates.JHU_ConfirmedCases.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|82.0|0|13.0|0|0.0|0
0|2020-05-18|84.0|0|13.0|0|0.0|0
0|2020-05-19|84.0|0|13.0|0|0.0|0
0|2020-05-20|84.0|0|13.0|0|0.0|0
0|2020-05-21|84.0|0|13.0|0|0.0|0
0|2020-05-22|84.0|0|13.0|0|0.0|0
0|2020-05-23|84.0|0|13.0|0|0.0|0
