|dates|Menard_Illinois_UnitedStates.JHU_ConfirmedCases.data|Menard_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Menard_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Menard_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Menard_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Menard_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|0.0|0|0.0|0
0|2020-05-25|17.0|0|0.0|0|0.0|0
0|2020-05-26|17.0|0|0.0|0|0.0|0
