|dates|Jackson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Jackson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|0.0|0|0.0|0
0|2020-05-25|17.0|0|0.0|0|0.0|0
0|2020-05-26|17.0|0|0.0|0|0.0|0
