|dates|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|59.0|0|2.0|0|0.0|0
0|2020-05-28|59.0|0|2.0|0|0.0|0
0|2020-05-29|59.0|0|2.0|0|0.0|0
0|2020-05-30|59.0|0|2.0|0|0.0|0
