|dates|Terry_Texas_UnitedStates.JHU_ConfirmedCases.data|Terry_Texas_UnitedStates.JHU_ConfirmedCases.missing|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|0.0|0|0.0|0
0|2020-05-15|12.0|0|0.0|0|0.0|0
0|2020-05-16|12.0|0|0.0|0|0.0|0
