|dates|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|67.0|0|2.0|0|0.0|0
0|2020-05-15|67.0|0|2.0|0|0.0|0
0|2020-05-16|67.0|0|2.0|0|0.0|0
