|dates|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2085.0|0|112.0|0|0.0|0
0|2020-05-28|2085.0|0|112.0|0|0.0|0
0|2020-05-29|2085.0|0|112.0|0|0.0|0
0|2020-05-30|2085.0|0|112.0|0|0.0|0
