|dates|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.data|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|116.0|0|9.0|0|0.0|0
0|2020-05-25|115.0|0|9.0|0|0.0|0
0|2020-05-26|115.0|0|9.0|0|0.0|0
