|dates|Stark_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Stark_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|61.0|0|2.0|0|0.0|0
0|2020-05-25|61.0|0|2.0|0|0.0|0
0|2020-05-26|61.0|0|2.0|0|0.0|0
