|dates|Runnels_Texas_UnitedStates.JHU_ConfirmedCases.data|Runnels_Texas_UnitedStates.JHU_ConfirmedCases.missing|Runnels_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Runnels_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Runnels_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Runnels_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
