|dates|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|36.0|0|2.0|0|0.0|0
0|2020-05-15|36.0|0|2.0|0|0.0|0
0|2020-05-16|36.0|0|2.0|0|0.0|0
