|dates|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedCases.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|259.0|0|2.0|0|0.0|0
0|2020-05-15|270.0|0|2.0|0|0.0|0
0|2020-05-16|270.0|0|2.0|0|0.0|0
