|dates|NewKent_Virginia_UnitedStates.JHU_ConfirmedCases.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedCases.missing|NewKent_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|NewKent_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|NewKent_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|27.0|0|1.0|0|0.0|0
0|2020-05-25|29.0|0|1.0|0|0.0|0
0|2020-05-26|29.0|0|1.0|0|0.0|0
