|dates|Butte_Idaho_UnitedStates.JHU_ConfirmedCases.data|Butte_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Butte_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Butte_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
