|dates|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedCases.data|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedCases.missing|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|CarsonCity_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|86.0|0|4.0|0|0.0|0
0|2020-05-25|90.0|0|4.0|0|0.0|0
0|2020-05-26|90.0|0|4.0|0|0.0|0
