|dates|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|16.0|0|0.0|0|0.0|0
0|2020-05-25|16.0|0|0.0|0|0.0|0
0|2020-05-26|16.0|0|0.0|0|0.0|0
