|dates|Midland_Michigan_UnitedStates.JHU_ConfirmedCases.data|Midland_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Midland_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Midland_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Midland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Midland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|70.0|0|8.0|0|0.0|0
0|2020-05-18|71.0|0|8.0|0|0.0|0
0|2020-05-19|76.0|0|8.0|0|0.0|0
0|2020-05-20|76.0|0|8.0|0|0.0|0
0|2020-05-21|76.0|0|8.0|0|0.0|0
0|2020-05-22|79.0|0|8.0|0|0.0|0
0|2020-05-23|79.0|0|8.0|0|0.0|0
