|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|714.0|0|24.0|0|0.0|0
0|2020-05-18|723.0|0|26.0|0|0.0|0
0|2020-05-19|745.0|0|26.0|0|0.0|0
0|2020-05-20|758.0|0|26.0|0|0.0|0
0|2020-05-21|769.0|0|29.0|0|0.0|0
0|2020-05-22|790.0|0|29.0|0|0.0|0
0|2020-05-23|790.0|0|29.0|0|0.0|0
