|dates|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|1.0|0|0.0|0
0|2020-05-18|17.0|0|1.0|0|0.0|0
0|2020-05-19|17.0|0|1.0|0|0.0|0
0|2020-05-20|17.0|0|1.0|0|0.0|0
0|2020-05-21|17.0|0|1.0|0|0.0|0
0|2020-05-22|17.0|0|1.0|0|0.0|0
0|2020-05-23|17.0|0|1.0|0|0.0|0
