|dates|Salem_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Salem_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Salem_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|579.0|0|32.0|0|0.0|0
0|2020-05-28|579.0|0|32.0|0|0.0|0
0|2020-05-29|579.0|0|32.0|0|0.0|0
0|2020-05-30|579.0|0|32.0|0|0.0|0
