|dates|Otsego_NewYork_UnitedStates.JHU_ConfirmedCases.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Otsego_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Otsego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|67.0|0|4.0|0|0.0|0
0|2020-05-18|67.0|0|4.0|0|0.0|0
0|2020-05-19|67.0|0|5.0|0|0.0|0
0|2020-05-20|67.0|0|5.0|0|0.0|0
0|2020-05-21|67.0|0|5.0|0|0.0|0
0|2020-05-22|67.0|0|5.0|0|0.0|0
0|2020-05-23|67.0|0|5.0|0|0.0|0
