|dates|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|234.0|0|11.0|0|0.0|0
0|2020-05-15|235.0|0|11.0|0|0.0|0
0|2020-05-16|235.0|0|11.0|0|0.0|0
