|dates|Skagway_Alaska_UnitedStates.JHU_ConfirmedCases.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Skagway_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Skagway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|373.0|0|9.0|0|0.0|0
0|2020-05-25|373.0|0|9.0|0|0.0|0
0|2020-05-26|373.0|0|9.0|0|0.0|0
