|dates|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|823.0|0|20.0|0|0.0|0
0|2020-05-18|863.0|0|20.0|0|0.0|0
0|2020-05-19|907.0|0|24.0|0|0.0|0
0|2020-05-20|994.0|0|27.0|0|0.0|0
0|2020-05-21|1028.0|0|28.0|0|0.0|0
0|2020-05-22|1096.0|0|29.0|0|0.0|0
0|2020-05-23|1096.0|0|29.0|0|0.0|0
