|dates|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|32.0|0|1.0|0|0.0|0
0|2020-05-15|32.0|0|1.0|0|0.0|0
0|2020-05-16|32.0|0|1.0|0|0.0|0
