|dates|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|104.0|0|1.0|0|0.0|0
0|2020-05-28|104.0|0|1.0|0|0.0|0
0|2020-05-29|104.0|0|1.0|0|0.0|0
0|2020-05-30|104.0|0|1.0|0|0.0|0
