|dates|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.data|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|294.0|0|22.0|0|0.0|0
0|2020-05-28|294.0|0|22.0|0|0.0|0
0|2020-05-29|294.0|0|22.0|0|0.0|0
0|2020-05-30|294.0|0|22.0|0|0.0|0
