|dates|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.data|Asotin_Washington_UnitedStates.JHU_ConfirmedCases.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Asotin_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Asotin_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|2.0|0|0.0|0
0|2020-05-18|18.0|0|2.0|0|0.0|0
0|2020-05-19|18.0|0|2.0|0|0.0|0
0|2020-05-20|18.0|0|2.0|0|0.0|0
0|2020-05-21|18.0|0|2.0|0|0.0|0
0|2020-05-22|18.0|0|2.0|0|0.0|0
0|2020-05-23|18.0|0|2.0|0|0.0|0
