|dates|Calhoun_Georgia_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|123.0|0|7.0|0|0.0|0
0|2020-05-18|122.0|0|6.0|0|0.0|0
0|2020-05-19|122.0|0|6.0|0|0.0|0
0|2020-05-20|122.0|0|6.0|0|0.0|0
0|2020-05-21|121.0|0|6.0|0|0.0|0
0|2020-05-22|123.0|0|5.0|0|0.0|0
0|2020-05-23|123.0|0|5.0|0|0.0|0
