|dates|Stevens_Washington_UnitedStates.JHU_ConfirmedCases.data|Stevens_Washington_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|1.0|0|0.0|0
0|2020-05-15|9.0|0|1.0|0|0.0|0
0|2020-05-16|9.0|0|1.0|0|0.0|0
