|dates|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|77.0|0|0.0|0|0.0|0
0|2020-05-18|77.0|0|0.0|0|0.0|0
0|2020-05-19|78.0|0|0.0|0|0.0|0
0|2020-05-20|79.0|0|0.0|0|0.0|0
0|2020-05-21|82.0|0|0.0|0|0.0|0
0|2020-05-22|81.0|0|0.0|0|0.0|0
0|2020-05-23|81.0|0|0.0|0|0.0|0
