|dates|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|76.0|0|2.0|0|0.0|0
0|2020-05-25|79.0|0|3.0|0|0.0|0
0|2020-05-26|79.0|0|3.0|0|0.0|0
