|dates|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|132.0|0|0.0|0|0.0|0
0|2020-05-15|136.0|0|0.0|0|0.0|0
0|2020-05-16|136.0|0|0.0|0|0.0|0
