|dates|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|611.0|0|18.0|0|0.0|0
0|2020-05-15|665.0|0|18.0|0|0.0|0
0|2020-05-16|665.0|0|18.0|0|0.0|0
