|dates|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|963.0|0|39.0|0|0.0|0
0|2020-05-18|978.0|0|50.0|0|0.0|0
0|2020-05-19|989.0|0|50.0|0|0.0|0
0|2020-05-20|1012.0|0|51.0|0|0.0|0
0|2020-05-21|1034.0|0|52.0|0|0.0|0
0|2020-05-22|1049.0|0|57.0|0|0.0|0
0|2020-05-23|1049.0|0|57.0|0|0.0|0
