|dates|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.data|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|104.0|0|5.0|0|0.0|0
0|2020-05-15|105.0|0|5.0|0|0.0|0
0|2020-05-16|105.0|0|5.0|0|0.0|0
