|dates|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|124.0|0|0.0|0|0.0|0
0|2020-05-28|124.0|0|0.0|0|0.0|0
0|2020-05-29|124.0|0|0.0|0|0.0|0
0|2020-05-30|124.0|0|0.0|0|0.0|0
