|dates|Sussex_Virginia_UnitedStates.JHU_ConfirmedCases.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Sussex_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|80.0|0|1.0|0|0.0|0
0|2020-05-18|91.0|0|1.0|0|0.0|0
0|2020-05-19|98.0|0|1.0|0|0.0|0
0|2020-05-20|99.0|0|1.0|0|0.0|0
0|2020-05-21|100.0|0|1.0|0|0.0|0
0|2020-05-22|100.0|0|1.0|0|0.0|0
0|2020-05-23|100.0|0|1.0|0|0.0|0
