|dates|Etowah_Alabama_UnitedStates.JHU_ConfirmedCases.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Etowah_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Etowah_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|204.0|0|10.0|0|0.0|0
0|2020-05-18|206.0|0|10.0|0|0.0|0
0|2020-05-19|215.0|0|10.0|0|0.0|0
0|2020-05-20|223.0|0|10.0|0|0.0|0
0|2020-05-21|226.0|0|10.0|0|0.0|0
0|2020-05-22|225.0|0|10.0|0|0.0|0
0|2020-05-23|225.0|0|10.0|0|0.0|0
