|dates|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|498.0|0|32.0|0|0.0|0
0|2020-05-25|510.0|0|32.0|0|0.0|0
0|2020-05-26|510.0|0|32.0|0|0.0|0
