|dates|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1412.0|0|3.0|0|0.0|0
0|2020-05-15|1444.0|0|3.0|0|0.0|0
0|2020-05-16|1444.0|0|3.0|0|0.0|0
