|dates|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|675.0|0|44.0|0|0.0|0
0|2020-05-25|678.0|0|44.0|0|0.0|0
0|2020-05-26|678.0|0|44.0|0|0.0|0
