|dates|Richland_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Richland_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|124.0|0|3.0|0|0.0|0
0|2020-05-28|124.0|0|3.0|0|0.0|0
0|2020-05-29|124.0|0|3.0|0|0.0|0
0|2020-05-30|124.0|0|3.0|0|0.0|0
