|dates|Carroll_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
