|dates|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.data|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|2.0|0|0.0|0
0|2020-05-18|69.0|0|2.0|0|0.0|0
0|2020-05-19|69.0|0|3.0|0|0.0|0
0|2020-05-20|69.0|0|3.0|0|0.0|0
0|2020-05-21|69.0|0|3.0|0|0.0|0
0|2020-05-22|70.0|0|3.0|0|0.0|0
0|2020-05-23|70.0|0|3.0|0|0.0|0
