|dates|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|1.0|0|0.0|0
0|2020-05-25|33.0|0|1.0|0|0.0|0
0|2020-05-26|33.0|0|1.0|0|0.0|0
