|dates|Madison_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Madison_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Madison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|533.0|0|17.0|0|0.0|0
0|2020-05-18|543.0|0|17.0|0|0.0|0
0|2020-05-19|561.0|0|17.0|0|0.0|0
0|2020-05-20|573.0|0|18.0|0|0.0|0
0|2020-05-21|582.0|0|19.0|0|0.0|0
0|2020-05-22|618.0|0|20.0|0|0.0|0
0|2020-05-23|618.0|0|20.0|0|0.0|0
