|dates|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.data|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|290.0|0|14.0|0|0.0|0
0|2020-05-18|307.0|0|14.0|0|0.0|0
0|2020-05-19|314.0|0|14.0|0|0.0|0
0|2020-05-20|324.0|0|14.0|0|0.0|0
0|2020-05-21|343.0|0|15.0|0|0.0|0
0|2020-05-22|368.0|0|16.0|0|0.0|0
0|2020-05-23|368.0|0|16.0|0|0.0|0
