|dates|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.data|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|118.0|0|16.0|0|0.0|0
0|2020-05-18|121.0|0|16.0|0|0.0|0
0|2020-05-19|126.0|0|16.0|0|0.0|0
0|2020-05-20|134.0|0|16.0|0|0.0|0
0|2020-05-21|142.0|0|16.0|0|0.0|0
0|2020-05-22|146.0|0|16.0|0|0.0|0
0|2020-05-23|146.0|0|16.0|0|0.0|0
