|dates|Sullivan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|1.0|0|0.0|0
0|2020-05-28|33.0|0|1.0|0|0.0|0
0|2020-05-29|33.0|0|1.0|0|0.0|0
0|2020-05-30|33.0|0|1.0|0|0.0|0
