|dates|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.data|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1175.0|0|5.0|0|0.0|0
0|2020-05-15|1234.0|0|5.0|0|0.0|0
0|2020-05-16|1234.0|0|5.0|0|0.0|0
