|dates|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|305.0|0|23.0|0|0.0|0
0|2020-05-28|305.0|0|23.0|0|0.0|0
0|2020-05-29|305.0|0|23.0|0|0.0|0
0|2020-05-30|305.0|0|23.0|0|0.0|0
