|dates|Clark_Nevada_UnitedStates.JHU_ConfirmedCases.data|Clark_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Clark_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6287.0|0|331.0|0|0.0|0
0|2020-05-28|6287.0|0|331.0|0|0.0|0
0|2020-05-29|6287.0|0|331.0|0|0.0|0
0|2020-05-30|6287.0|0|331.0|0|0.0|0
